FID0000070,FNUM00070,Boeing 737-800,BA,2024-06-16 00:00:00+07,2024-06-16 14:15:00+07,YSBK,SBPV,400,200,10,"22.740.623,00 ₫"
FID0000071,FNUM00071,Boeing 737-800,LO,2024-06-04 01:10:00+07,2024-06-04 12:18:00+07,VIDP,YMLT,400,200,10,"29.598.314,00 ₫"
FID0000072,FNUM00072,Boeing 777-200ER,EW,2024-06-16 19:30:00+07,2024-06-17 04:22:00+07,KBYH,VYHH,400,200,10,"29.381.322,00 ₫"
FID0000073,FNUM00073,Boeing 777-300ER,JX,2024-06-19 16:00:00+07,2024-06-20 00:11:00+07,KCDC,VVTS,400,200,10,"29.666.811,00 ₫"
FID0000074,FNUM00074,Airbus A380-800,NH,2024-06-15 03:50:00+07,2024-06-15 13:43:00+07,VYHH,EGGP,400,200,10,"8.102.333,00 ₫"
FID0000075,FNUM00075,Boeing 737-800,DL,2024-06-16 15:10:00+07,2024-06-17 09:18:00+07,UARR,KLGA,400,200,10,"16.330.379,00 ₫"
FID0000076,FNUM00076,Airbus A380-800,QG,2024-06-27 03:00:00+07,2024-06-28 00:35:00+07,VYHH,WAMP,400,200,10,"28.162.585,00 ₫"
FID0000077,FNUM00077,Boeing 787-9,TG,2024-06-20 20:20:00+07,2024-06-21 05:36:00+07,EGGP,UWWW,400,200,10,"6.212.725,00 ₫"
FID0000078,FNUM00078,Boeing 787-10,CZ,2024-06-25 17:40:00+07,2024-06-26 02:31:00+07,VOAT,VVNB,400,200,10,"10.347.748,00 ₫"
FID0000079,FNUM00079,Boeing 777-300ER,TS,2024-06-22 10:00:00+07,2024-06-23 03:29:00+07,EGXH,EHEH,400,200,10,"12.219.573,00 ₫"
FID0000080,FNUM00080,Airbus A380-800,KU,2024-06-12 15:50:00+07,2024-06-13 00:28:00+07,EGGP,UAII,400,200,10,"23.670.982,00 ₫"
FID0000081,FNUM00081,Boeing 737-800,GF,2024-06-05 12:20:00+07,2024-06-05 15:30:00+07,YBAS,VYHH,400,200,10,"3.224.400,00 ₫"
FID0000082,FNUM00082,Airbus A350-900,3K,2024-06-23 13:50:00+07,2024-06-23 20:38:00+07,RKJY,SARC,400,200,10,"19.778.800,00 ₫"
FID0000083,FNUM00083,Boeing 787-10,AD,2024-06-22 10:40:00+07,2024-06-22 20:18:00+07,EGSH,RKPC,400,200,10,"28.095.796,00 ₫"
FID0000084,FNUM00084,Airbus A380-800,AT,2024-06-28 10:50:00+07,2024-06-29 08:28:00+07,EKOD,LFPG,400,200,10,"21.450.610,00 ₫"
FID0000085,FNUM00085,Boeing 787-10,IB,2024-06-22 12:00:00+07,2024-06-23 11:37:00+07,RKTH,ENHD,400,200,10,"24.739.349,00 ₫"
FID0000086,FNUM00086,Airbus A330-200,JL,2024-06-04 17:30:00+07,2024-06-05 00:46:00+07,OERK,VVTS,400,200,10,"26.897.812,00 ₫"
FID0000087,FNUM00087,Boeing 787-10,ET,2024-06-16 07:40:00+07,2024-06-16 21:25:00+07,EDWE,ENNA,400,200,10,"16.132.252,00 ₫"
FID0000088,FNUM00088,Boeing 777-300ER,VS,2024-06-21 05:10:00+07,2024-06-21 15:29:00+07,SARI,SBNF,400,200,10,"9.139.140,00 ₫"
FID0000089,FNUM00089,Boeing 787-10,AK,2024-06-18 00:00:00+07,2024-06-18 04:09:00+07,VYHH,UAUU,400,200,10,"18.603.584,00 ₫"
FID0000090,FNUM00090,Boeing 777-300ER,PD,2024-06-16 15:50:00+07,2024-06-16 19:04:00+07,RJAA,SANT,400,200,10,"6.958.866,00 ₫"
FID0000091,FNUM00091,Airbus A380-800,MM,2024-06-14 05:20:00+07,2024-06-14 18:39:00+07,EKRK,EGMH,400,200,10,"5.172.743,00 ₫"
FID0000092,FNUM00092,Airbus A350-900,MK,2024-06-16 12:50:00+07,2024-06-17 11:31:00+07,OEBA,OEBH,400,200,10,"19.125.110,00 ₫"
FID0000093,FNUM00093,Boeing 787-10,QF,2024-06-24 11:00:00+07,2024-06-25 08:16:00+07,KCBM,VVTS,400,200,10,"26.909.541,00 ₫"
FID0000094,FNUM00094,Boeing 787-10,LO,2024-06-29 18:40:00+07,2024-06-30 17:53:00+07,VVNB,ELLX,400,200,10,"23.722.213,00 ₫"
FID0000095,FNUM00095,Airbus A330-200,ZL,2024-06-07 21:30:00+07,2024-06-08 09:56:00+07,UASS,SBSR,400,200,10,"19.737.668,00 ₫"
FID0000096,FNUM00096,Boeing 777-200ER,JL,2024-06-18 18:10:00+07,2024-06-19 01:22:00+07,OEBH,SARF,400,200,10,"24.800.784,00 ₫"
FID0000097,FNUM00097,Boeing 787-9,MK,2024-06-13 23:40:00+07,2024-06-14 02:59:00+07,ZGKL,OEPA,400,200,10,"19.107.404,00 ₫"
FID0000098,FNUM00098,Boeing 777-300ER,BA,2024-06-12 10:10:00+07,2024-06-12 22:12:00+07,VVNT,UAII,400,200,10,"26.345.337,00 ₫"
FID0000099,FNUM00099,Airbus A330-200,LH,2024-06-16 07:30:00+07,2024-06-17 05:29:00+07,EDXW,VDPP,400,200,10,"17.492.586,00 ₫"
FID0000100,FNUM00100,Boeing 787-9,JL,2024-06-23 00:30:00+07,2024-06-23 20:05:00+07,OEWJ,VVNT,400,200,10,"7.363.561,00 ₫"
FID0000101,FNUM00101,Airbus A350-900,SY,2024-06-16 21:20:00+07,2024-06-17 18:52:00+07,ESGR,OEBA,400,200,10,"26.597.930,00 ₫"
FID0000102,FNUM00102,Boeing 777-200ER,NZ,2024-06-23 00:00:00+07,2024-06-23 18:37:00+07,EGCC,KORD,400,200,10,"17.017.144,00 ₫"
FID0000103,FNUM00103,Boeing 737-800,G9,2024-06-15 15:00:00+07,2024-06-16 08:54:00+07,SARE,OERK,400,200,10,"4.138.833,00 ₫"
FID0000104,FNUM00104,Airbus A380-800,TR,2024-06-05 16:00:00+07,2024-06-05 22:27:00+07,VVTS,SBSC,400,200,10,"5.058.373,00 ₫"
FID0000105,FNUM00105,Airbus A380-800,WN,2024-06-24 08:00:00+07,2024-06-24 16:47:00+07,SBSL,ENNA,400,200,10,"19.822.982,00 ₫"
FID0000106,FNUM00106,Boeing 787-10,HX,2024-06-21 05:10:00+07,2024-06-21 17:19:00+07,YBAS,RKSM,400,200,10,"10.599.011,00 ₫"
FID0000107,FNUM00107,Boeing 787-9,VA,2024-06-03 17:10:00+07,2024-06-04 04:35:00+07,VVNT,VVNB,400,200,10,"27.688.472,00 ₫"
FID0000108,FNUM00108,Airbus A350-900,SK,2024-06-14 21:50:00+07,2024-06-15 07:36:00+07,SBMQ,VVNT,400,200,10,"12.233.431,00 ₫"
FID0000109,FNUM00109,Airbus A380-800,EN,2024-06-27 23:30:00+07,2024-06-28 12:11:00+07,SAOC,WMKN,400,200,10,"12.891.343,00 ₫"
FID0000110,FNUM00110,Airbus A380-800,KE,2024-06-04 14:50:00+07,2024-06-05 13:01:00+07,OESK,EDWY,400,200,10,"21.716.559,00 ₫"
FID0000111,FNUM00111,Airbus A380-800,BI,2024-06-08 19:10:00+07,2024-06-09 02:28:00+07,OEDR,ENHK,400,200,10,"27.931.608,00 ₫"
FID0000112,FNUM00112,Boeing 737-800,JX,2024-06-05 14:40:00+07,2024-06-06 14:24:00+07,UAFM,VVNT,400,200,10,"19.411.718,00 ₫"
FID0000113,FNUM00113,Airbus A380-800,KU,2024-06-15 11:00:00+07,2024-06-16 02:06:00+07,OERR,KMCI,400,200,10,"8.473.800,00 ₫"
FID0000114,FNUM00114,Airbus A330-200,WN,2024-06-14 01:00:00+07,2024-06-14 21:09:00+07,OEYN,VVNB,400,200,10,"20.844.992,00 ₫"
FID0000115,FNUM00115,Boeing 787-9,CM,2024-06-12 23:00:00+07,2024-06-13 20:12:00+07,OESH,VOAT,400,200,10,"14.669.161,00 ₫"
FID0000116,FNUM00116,Airbus A380-800,QR,2024-06-17 16:50:00+07,2024-06-18 14:21:00+07,KBWI,VVNB,400,200,10,"21.982.487,00 ₫"
FID0000117,FNUM00117,Boeing 777-200ER,KU,2024-06-24 23:50:00+07,2024-06-25 07:01:00+07,VVTS,SBSC,400,200,10,"20.630.591,00 ₫"
FID0000118,FNUM00118,Airbus A380-800,HX,2024-06-08 16:10:00+07,2024-06-09 15:25:00+07,ENHK,SBMK,400,200,10,"8.053.002,00 ₫"
FID0000119,FNUM00119,Boeing 777-200ER,PG,2024-06-06 08:20:00+07,2024-06-06 21:58:00+07,EHEH,KLAX,400,200,10,"5.801.361,00 ₫"
FID0000120,FNUM00120,Airbus A380-800,UA,2024-06-03 04:00:00+07,2024-06-03 13:37:00+07,EGKB,ESKK,400,200,10,"5.168.763,00 ₫"
FID0000121,FNUM00121,Airbus A380-800,EK,2024-06-21 17:30:00+07,2024-06-21 20:34:00+07,OEBA,ESGP,400,200,10,"4.925.055,00 ₫"
FID0000122,FNUM00122,Airbus A330-200,3K,2024-06-12 18:30:00+07,2024-06-13 12:26:00+07,EDWE,VVNT,400,200,10,"16.443.810,00 ₫"
FID0000123,FNUM00123,Boeing 787-9,UA,2024-06-20 00:30:00+07,2024-06-20 12:03:00+07,VVNT,RKPK,400,200,10,"14.295.658,00 ₫"
FID0000124,FNUM00124,Airbus A380-800,BT,2024-06-15 00:50:00+07,2024-06-15 06:01:00+07,ZGKL,LIRA,400,200,10,"11.287.491,00 ₫"
FID0000125,FNUM00125,Boeing 777-300ER,BA,2024-06-05 08:00:00+07,2024-06-05 15:24:00+07,RKJY,VVTS,400,200,10,"29.423.835,00 ₫"
FID0000126,FNUM00126,Boeing 777-300ER,MM,2024-06-26 10:00:00+07,2024-06-26 15:08:00+07,RKPK,VYHH,400,200,10,"27.919.180,00 ₫"
FID0000127,FNUM00127,Boeing 787-10,BI,2024-06-06 14:10:00+07,2024-06-06 22:45:00+07,SBRB,YSBK,400,200,10,"22.974.658,00 ₫"
FID0000128,FNUM00128,Boeing 777-200ER,KC,2024-06-22 11:40:00+07,2024-06-23 04:29:00+07,VVDN,VTPP,400,200,10,"24.456.836,00 ₫"
FID0000129,FNUM00129,Airbus A350-900,VN,2024-06-09 05:50:00+07,2024-06-10 00:14:00+07,ESGT,VTCL,400,200,10,"15.233.925,00 ₫"
FID0000130,FNUM00130,Airbus A380-800,SV,2024-06-18 08:50:00+07,2024-06-19 05:25:00+07,VLVT,VVNB,400,200,10,"6.841.339,00 ₫"
FID0000131,FNUM00131,Boeing 787-10,TG,2024-06-17 07:00:00+07,2024-06-17 13:39:00+07,EGLC,SBPK,400,200,10,"23.087.317,00 ₫"
FID0000132,FNUM00132,Boeing 737-800,BA,2024-06-24 14:10:00+07,2024-06-25 02:37:00+07,EKTS,WSSS,400,200,10,"13.791.354,00 ₫"
FID0000133,FNUM00133,Airbus A330-200,EY,2024-06-03 18:20:00+07,2024-06-04 03:50:00+07,ENFB,OEGT,400,200,10,"18.945.509,00 ₫"
FID0000134,FNUM00134,Boeing 777-200ER,ZL,2024-06-12 03:10:00+07,2024-06-12 10:34:00+07,SANL,VVNT,400,200,10,"10.250.991,00 ₫"
FID0000135,FNUM00135,Airbus A380-800,TK,2024-06-17 22:10:00+07,2024-06-18 19:02:00+07,VVTS,VVNB,400,200,10,"24.927.459,00 ₫"
FID0000136,FNUM00136,Boeing 737-800,W6,2024-06-10 09:20:00+07,2024-06-10 16:40:00+07,ENHK,EKKA,400,200,10,"11.366.291,00 ₫"
FID0000137,FNUM00137,Airbus A330-200,WS,2024-06-24 17:00:00+07,2024-06-25 10:13:00+07,ENKR,WMKN,400,200,10,"12.243.336,00 ₫"
FID0000138,FNUM00138,Boeing 737-800,EN,2024-06-18 20:10:00+07,2024-06-19 16:18:00+07,VVTS,SBPC,400,200,10,"15.542.031,00 ₫"
FID0000139,FNUM00139,Boeing 737-800,EW,2024-06-11 20:40:00+07,2024-06-12 05:50:00+07,UAUU,YMLT,400,200,10,"12.860.892,00 ₫"
FID0000140,FNUM00140,Boeing 787-9,EW,2024-06-22 18:10:00+07,2024-06-23 08:46:00+07,SBPA,KHWO,400,200,10,"26.396.867,00 ₫"
FID0000141,FNUM00141,Airbus A330-200,V7,2024-06-21 19:20:00+07,2024-06-22 12:29:00+07,ZGKL,KJFK,400,200,10,"15.018.246,00 ₫"
FID0000142,FNUM00142,Boeing 737-800,V7,2024-06-18 09:50:00+07,2024-06-18 19:38:00+07,RKNN,SAOU,400,200,10,"11.515.408,00 ₫"
FID0000143,FNUM00143,Airbus A380-800,JA,2024-06-07 20:40:00+07,2024-06-08 08:21:00+07,SBMO,VVNB,400,200,10,"25.957.475,00 ₫"
FID0000144,FNUM00144,Boeing 787-10,NZ,2024-06-13 09:40:00+07,2024-06-13 19:13:00+07,VVNT,VTPH,400,200,10,"26.857.240,00 ₫"
FID0000145,FNUM00145,Boeing 787-10,UK,2024-06-08 09:30:00+07,2024-06-09 04:48:00+07,ESKN,SCCY,400,200,10,"25.627.214,00 ₫"
FID0000146,FNUM00146,Airbus A330-200,WN,2024-06-23 23:10:00+07,2024-06-24 08:37:00+07,EGHI,LFPC,400,200,10,"11.841.540,00 ₫"
FID0000147,FNUM00147,Boeing 777-300ER,EI,2024-06-15 15:10:00+07,2024-06-15 21:27:00+07,ENKB,ZGHA,400,200,10,"21.130.598,00 ₫"
FID0000148,FNUM00148,Airbus A330-200,MK,2024-06-09 00:50:00+07,2024-06-09 06:22:00+07,SARC,VTCL,400,200,10,"19.910.234,00 ₫"
FID0000149,FNUM00149,Airbus A380-800,SN,2024-06-15 07:50:00+07,2024-06-16 00:01:00+07,KLTS,KBYH,400,200,10,"24.537.553,00 ₫"
FID0000150,FNUM00150,Boeing 787-10,BY,2024-06-08 10:00:00+07,2024-06-08 21:20:00+07,SBSM,WSSS,400,200,10,"15.956.462,00 ₫"
FID0000151,FNUM00151,Airbus A330-200,PG,2024-06-29 13:40:00+07,2024-06-30 03:45:00+07,SARE,VTPP,400,200,10,"23.627.081,00 ₫"
FID0000152,FNUM00152,Boeing 787-10,EI,2024-06-29 11:00:00+07,2024-06-30 02:37:00+07,SBRG,YMHB,400,200,10,"29.273.631,00 ₫"
FID0000153,FNUM00153,Boeing 787-10,UK,2024-06-06 03:20:00+07,2024-06-06 15:17:00+07,SBNM,OESL,400,200,10,"29.796.767,00 ₫"
FID0000154,FNUM00154,Boeing 737-800,TS,2024-06-13 16:50:00+07,2024-06-14 15:30:00+07,VTUL,VVNT,400,200,10,"23.095.114,00 ₫"
FID0000155,FNUM00155,Boeing 777-200ER,PR,2024-06-14 16:30:00+07,2024-06-15 15:30:00+07,SBMQ,WIIJ,400,200,10,"13.951.665,00 ₫"
FID0000156,FNUM00156,Boeing 737-800,WS,2024-06-15 07:10:00+07,2024-06-16 00:46:00+07,ESKN,VVNB,400,200,10,"11.846.176,00 ₫"
FID0000157,FNUM00157,Airbus A350-900,WN,2024-06-27 18:50:00+07,2024-06-28 02:01:00+07,SBPV,SBSR,400,200,10,"16.773.314,00 ₫"
FID0000158,FNUM00158,Boeing 787-9,BA,2024-06-23 21:00:00+07,2024-06-24 10:09:00+07,ZBYN,VDSR,400,200,10,"9.303.867,00 ₫"
FID0000159,FNUM00159,Boeing 777-200ER,BA,2024-06-13 10:50:00+07,2024-06-13 22:39:00+07,VTSS,VMMC,400,200,10,"14.032.745,00 ₫"
FID0000160,FNUM00160,Airbus A380-800,VY,2024-06-26 10:30:00+07,2024-06-26 16:58:00+07,ESKK,ESGR,400,200,10,"17.582.192,00 ₫"
FID0000161,FNUM00161,Airbus A350-900,EN,2024-06-05 16:50:00+07,2024-06-06 07:29:00+07,KBYH,VDPP,400,200,10,"15.711.864,00 ₫"
FID0000162,FNUM00162,Airbus A350-900,VY,2024-06-27 05:20:00+07,2024-06-28 04:10:00+07,SCCI,VYHH,400,200,10,"26.180.907,00 ₫"
FID0000163,FNUM00163,Boeing 787-9,NH,2024-06-14 04:00:00+07,2024-06-14 22:29:00+07,OEWJ,VYHH,400,200,10,"12.768.289,00 ₫"
